store_nbr,family,week,sales,onpromotion,oil_price,city,state,type,cluster,holiday_count,has_holiday,sales_lag_1,sales_lag_2,sales_lag_4,sales_lag_8,sales_lag_12,sales_lag_52,rolling_mean_4,rolling_std_4,rolling_mean_8,rolling_std_8,rolling_mean_12,rolling_std_12,week_of_year,month,quarter,year,promo_this_week,promo_last_week,promo_rolling_4,weeks_since_promo,oil_price_change,store_type_enc,family_enc,store_enc
3,DAIRY,2013-12-30,14403.0,0,95.90857142857143,Quito,Pichincha,D,8,2.0,1.0,11682.0,15222.0,12871.0,11078.0,8465.0,7209.0,13266.75,1471.019006222105,12388.25,1403.4091909143451,11077.5,2240.9163912844374,1,12,4,2013,0,0.0,0.0,51,-3.428571428571445,4,2,0
3,DAIRY,2014-01-06,14763.0,0,92.40857142857143,Quito,Pichincha,D,8,0.0,0.0,14403.0,11682.0,13292.0,11293.0,8744.0,8149.0,13649.75,1531.8159974357245,12803.875,1451.472694246384,11572.333333333334,2267.041377227287,2,1,1,2014,0,0.0,0.0,52,-3.5,4,2,0
3,DAIRY,2014-01-13,14335.0,0,93.25714285714284,Quito,Pichincha,D,8,0.0,0.0,14763.0,14403.0,15222.0,11252.0,8094.0,8202.0,14017.5,1592.6666317845688,13237.625,1453.9466425167443,12073.916666666666,2250.1736683817926,3,1,1,2014,0,0.0,0.0,53,0.8485714285714039,4,2,0
3,DAIRY,2014-01-20,14319.0,0,96.00428571428571,Quito,Pichincha,D,8,0.0,0.0,14335.0,14763.0,11682.0,12416.0,8521.0,7788.0,13795.75,1421.6252143233824,13623.0,1246.2022307795792,12594.0,1947.5629993311184,4,1,1,2014,0,0.0,0.0,54,2.747142857142876,4,2,0
3,DAIRY,2014-01-27,13969.0,0,97.36428571428571,Quito,Pichincha,D,8,0.0,0.0,14319.0,14335.0,14403.0,12871.0,11078.0,8049.0,14455.0,208.5377663637997,13860.875,1161.6509726001423,13077.166666666666,1516.812257414347,5,1,1,2014,0,0.0,0.0,55,1.3599999999999994,4,2,0
3,DAIRY,2014-02-03,13239.0,0,98.40857142857143,Quito,Pichincha,D,8,0.0,0.0,13969.0,14319.0,14763.0,13292.0,11293.0,6960.0,14346.5,324.9958974100075,13998.125,1090.685817993169,13318.083333333334,1395.1253745115678,6,2,1,2014,0,0.0,0.0,56,1.0442857142857207,4,2,0
3,DAIRY,2014-02-10,13877.0,0,100.23714285714286,Quito,Pichincha,D,8,0.0,0.0,13239.0,13969.0,14335.0,15222.0,11252.0,8405.0,13965.5,512.9350186264688,13991.5,1095.7369340181192,13480.25,1243.1572068363162,7,2,1,2014,0,0.0,0.0,57,1.828571428571422,4,2,0
3,DAIRY,2014-02-17,13188.0,0,102.44285714285716,Quito,Pichincha,D,8,0.0,0.0,13877.0,13239.0,14319.0,11682.0,12416.0,8105.0,13851.0,450.2473394331934,13823.375,976.6800817784996,13699.0,1027.704060692384,8,2,1,2014,0,0.0,0.0,58,2.2057142857143077,4,2,0
3,DAIRY,2014-02-24,11967.0,0,102.80285714285716,Quito,Pichincha,D,8,1.0,1.0,13188.0,13877.0,13969.0,14403.0,12871.0,8704.0,13568.25,411.8748798684733,14011.625,562.1435854959882,13763.333333333334,962.161329633655,9,2,1,2014,0,0.0,0.0,59,0.35999999999999943,4,2,0
3,DAIRY,2014-03-03,15694.0,0,103.00142857142858,Quito,Pichincha,D,8,2.0,1.0,11967.0,13188.0,13239.0,14763.0,13292.0,8459.0,13067.75,797.9813594314107,13707.125,886.2112675396796,13688.0,1067.9526717466877,10,3,1,2014,0,0.0,0.0,60,0.1985714285714124,4,2,0
3,DAIRY,2014-03-10,14047.0,0,99.46142857142856,Quito,Pichincha,D,8,0.0,0.0,15694.0,11967.0,13877.0,14335.0,15222.0,8325.0,13681.5,1556.858910327673,13823.5,1083.779629682292,13888.166666666666,1203.4862867620138,11,3,1,2014,0,0.0,0.0,61,-3.5400000000000205,4,2,0
3,DAIRY,2014-03-17,14797.0,0,99.83,Quito,Pichincha,D,8,0.0,0.0,14047.0,15694.0,13188.0,14319.0,11682.0,8943.0,13724.0,1566.266686529895,13787.5,1069.0449676496976,13790.25,1130.6971401428639,12,3,1,2014,0,0.0,0.0,62,0.36857142857144254,4,2,0
3,DAIRY,2014-03-24,14535.0,0,100.96571428571428,Quito,Pichincha,D,8,0.0,0.0,14797.0,14047.0,11967.0,13969.0,14403.0,9343.0,14126.25,1589.1703023905284,13847.25,1115.3498810431,14049.833333333334,945.0089786329794,13,3,1,2014,0,0.0,0.0,63,1.1357142857142861,4,2,0
3,DAIRY,2014-03-31,14555.0,0,100.66142857142856,Quito,Pichincha,D,8,1.0,1.0,14535.0,14797.0,15694.0,13239.0,14763.0,9394.0,14768.25,691.0009044856621,13918.0,1141.8137201087447,14060.833333333334,950.2473202787509,14,3,1,2014,0,0.0,0.0,64,-0.3042857142857258,4,2,0
3,DAIRY,2014-04-07,13614.0,0,102.99428571428572,Quito,Pichincha,D,8,1.0,1.0,14555.0,14535.0,14047.0,13877.0,14335.0,8097.0,14483.5,314.4195710617734,14082.5,1124.6850987847981,14043.5,938.0941511189661,15,4,2,2014,0,0.0,0.0,65,2.332857142857165,4,2,0
3,DAIRY,2014-04-14,14138.0,0,104.11142857142856,Quito,Pichincha,D,8,2.0,1.0,13614.0,14555.0,14797.0,13188.0,14319.0,8631.0,14375.25,521.2819934226288,14049.625,1135.3433637325002,13983.416666666666,940.8122659154415,16,4,2,2014,0,0.0,0.0,66,1.117142857142838,4,2,0
3,DAIRY,2014-04-21,13076.0,0,101.75142857142858,Quito,Pichincha,D,8,1.0,1.0,14138.0,13614.0,14535.0,11967.0,13969.0,8530.0,14210.5,441.60653678737157,14168.375,1080.7161564047635,13968.333333333334,936.3835008189958,17,4,2,2014,0,0.0,0.0,67,-2.359999999999985,4,2,0
3,DAIRY,2014-04-28,13570.0,0,100.38857142857144,Quito,Pichincha,D,8,1.0,1.0,13076.0,14138.0,14555.0,15694.0,13239.0,9348.0,13845.75,641.5264998423705,14307.0,790.0386970630885,13893.916666666666,971.1641990493315,18,4,2,2014,0,0.0,0.0,68,-1.3628571428571377,4,2,0
3,DAIRY,2014-05-05,13013.0,0,100.29857142857142,Quito,Pichincha,D,8,2.0,1.0,13570.0,13076.0,13614.0,14047.0,13877.0,8999.0,13599.5,434.0180487798518,14041.5,588.534014067399,13921.5,955.445398278147,19,5,2,2014,0,0.0,0.0,69,-0.09000000000001762,4,2,0
3,DAIRY,2014-05-12,13254.0,10,102.02857142857144,Quito,Pichincha,D,8,1.0,1.0,13013.0,13570.0,14138.0,14797.0,13188.0,8608.0,13449.25,522.3621827812606,13912.25,691.6588238224307,13849.5,990.9966975451696,20,5,2,2014,1,0.0,0.0,70,1.7300000000000182,4,2,0
3,DAIRY,2014-05-19,12842.0,8,104.16,Quito,Pichincha,D,8,1.0,1.0,13254.0,13013.0,13076.0,14535.0,11967.0,8044.0,13228.25,249.64558210925662,13719.375,621.2484981298315,13855.0,987.1673893243396,21,5,2,2014,1,1.0,1.0,0,2.1314285714285575,4,2,0
3,DAIRY,2014-05-26,12961.0,8,103.94571428571427,Quito,Pichincha,D,8,0.0,0.0,12842.0,13254.0,13570.0,14555.0,15694.0,9100.0,13169.75,315.85268190514006,13507.75,591.3555251647329,13927.916666666666,859.0331201502822,22,5,2,2014,1,1.0,2.0,1,-0.2142857142857224,4,2,0
3,DAIRY,2014-06-02,13841.0,11,103.2585714285714,Quito,Pichincha,D,8,0.0,0.0,12961.0,12842.0,13013.0,13614.0,14047.0,9306.0,13017.5,173.1521488941725,13308.5,436.30068268831013,13700.166666666666,694.8350796259255,23,6,2,2014,1,1.0,3.0,2,-0.6871428571428737,4,2,0
3,DAIRY,2014-06-09,13362.0,8,106.40285714285712,Quito,Pichincha,D,8,2.0,1.0,13841.0,12961.0,13254.0,14138.0,14797.0,8924.0,13224.5,445.97496192798724,13336.875,465.41730506841134,13683.0,687.9982822388547,24,6,2,2014,1,1.0,4.0,3,3.144285714285715,4,2,0
3,DAIRY,2014-06-16,13178.0,5,107.4342857142857,Quito,Pichincha,D,8,1.0,1.0,13362.0,13841.0,12842.0,13076.0,14535.0,8557.0,13251.5,451.59015342085314,13239.875,338.03019201586926,13563.416666666666,595.2234810759915,25,6,2,2014,1,1.0,4.0,4,1.0314285714285916,4,2,0
3,DAIRY,2014-06-23,12930.0,8,106.62571428571428,Quito,Pichincha,D,8,7.0,1.0,13178.0,13362.0,12961.0,13570.0,14555.0,8621.0,13335.5,374.73946505094665,13252.625,332.85000375544496,13450.333333333334,517.715143391565,26,6,2,2014,1,1.0,4.0,5,-0.808571428571426,4,2,0
3,DAIRY,2014-06-30,14625.0,6,105.19285714285716,Quito,Pichincha,D,8,6.0,1.0,12930.0,13178.0,13841.0,13013.0,13614.0,9159.0,13327.75,385.23964403126575,13172.625,322.4202836139717,13314.916666666666,402.1222017639593,27,6,2,2014,1,1.0,4.0,6,-1.4328571428571166,4,2,0
3,DAIRY,2014-07-07,13423.0,10,102.74714285714286,Quito,Pichincha,D,8,4.0,1.0,14625.0,12930.0,13362.0,13254.0,14138.0,8272.0,13523.75,755.2034494094974,13374.125,596.0319832022437,13399.166666666666,549.4142059475244,28,7,3,2014,1,1.0,4.0,7,-2.4457142857143026,4,2,0
3,DAIRY,2014-07-14,13339.0,12,102.78571428571428,Quito,Pichincha,D,8,0.0,0.0,13423.0,14625.0,13178.0,12842.0,13076.0,8524.0,13539.0,751.455033030367,13395.25,594.1581679750169,13339.583333333334,498.40718262977407,29,7,3,2014,1,1.0,4.0,8,0.03857142857141582,4,2,0
3,DAIRY,2014-07-21,12785.0,9,104.59857142857145,Quito,Pichincha,D,8,3.0,1.0,13339.0,13423.0,12930.0,12961.0,13570.0,8063.0,13579.25,729.6695028116061,13457.375,552.5744778502064,13361.5,491.49743363796557,30,7,3,2014,1,1.0,4.0,9,1.812857142857169,4,2,0
3,DAIRY,2014-07-28,12294.0,4,100.9557142857143,Quito,Pichincha,D,8,0.0,0.0,12785.0,13339.0,14625.0,13841.0,13013.0,8521.0,13543.0,774.8771945712881,13435.375,578.0753627339603,13296.083333333334,512.9943218422634,31,7,3,2014,1,1.0,4.0,10,-3.642857142857153,4,2,0
3,DAIRY,2014-08-04,11595.0,4,97.52857142857144,Quito,Pichincha,D,8,2.0,1.0,12294.0,12785.0,13423.0,13362.0,13254.0,7979.0,12960.25,526.6848361844777,13242.0,673.8219349353357,13236.166666666666,585.8753875159371,32,8,3,2014,1,1.0,4.0,11,-3.4271428571428544,4,2,0
3,DAIRY,2014-08-11,11426.0,2,97.20857142857145,Quito,Pichincha,D,8,1.0,1.0,11595.0,12294.0,13339.0,13178.0,12842.0,7807.0,12503.25,740.8474314369122,13021.125,885.2904991341219,13097.916666666666,753.1450974936821,33,8,3,2014,1,1.0,4.0,12,-0.3199999999999932,4,2,0
3,DAIRY,2014-08-18,11860.0,7,94.57,Quito,Pichincha,D,8,1.0,1.0,11426.0,11595.0,12785.0,12930.0,12961.0,8195.0,12025.0,630.7831111668547,12802.125,1043.503773352066,12979.916666666666,894.5403551375853,34,8,3,2014,1,1.0,4.0,13,-2.6385714285714528,4,2,0
3,DAIRY,2014-08-25,12968.0,18,96.71571428571428,Quito,Pichincha,D,8,0.0,0.0,11860.0,11426.0,12294.0,14625.0,13841.0,9293.0,11793.75,378.32118189003086,12668.375,1092.2085014841653,12888.166666666666,951.3180171199062,35,8,3,2014,1,1.0,4.0,14,2.1457142857142912,4,2,0
